text,emotion
i be telling him to get the fuck outta his feelings not to be cold hearted towards her but all the stuff hes feeling sooner or later will be the death of him,anger
i have also always been afraid of the cold pool but i realized that it actually doesn t feel cold after about 2 laps,anger
i have written 700 blog posts amp have more than 2 000 twitter followers amp yet i can t open my mouth to speak in public without feeling like i m going to pass out cold,anger
i stopped feeling cold,anger
i thought female stuff because feeling a little cold seems to be part and parcel of the early warning system for me,anger
i interrupted and said yeah that s exactly what i ve been feeling with my cold these past few days as well so don t worry its just a virus thing,anger
i am feeling cold and panicky just thinking about this,anger
i woke up in the afternoon feeling cold with a heavy head and a super dry throat i decided not to fast,anger
i couldn t hear the cars or feel the cold,anger
i feel cold due to the chilly weather also it makes me think if i will get splinter by the wooden bench,anger
i wake up feeling as if i am still in one of my dreams though the feeling of the cold tile against the bottoms of my feet seems to snap me back into reality,anger
i think they are still feeling cold some days because of the 'un summery' weather,anger
i still feel cold so i add a sweatshirt over my top,anger
i can almost feel the wheat the grass the cold dampness of the wind,anger
i feel the cold air the quietness the smell of grass and morning dew the smell of cigarette coming from the girl sitting behind me the smell and taste of soggy fries and diluted coke,anger
i can feel a little water to in the suit but i am not too cold,anger
i'm not seeing the results i saw on meta so it leaves me feeling a bit cold,anger
i feel cold pillow theophilius london f,anger
i feel depressions cold hand reaching out for me a href 'http: faustelric,anger
i felt while reading her story was the feeling of cold,anger
i'm left back feeling kinda cold woah so screw you bridgewe can't love not like this you broke me down do i even exist,anger
i can't touch or feel or miss her hands were cold,anger
i feel like i'm getting a cold nothing to do with the winter weather outside i suppose,anger
i feel the cold more than him,anger
i feel cold all over and if i look at my mum and my brother crying for another second i m definitely going to crack,anger
i feel the cold rush first hit my toes almost like a hurricane or tornado and then it rushes up my chest and takes my breath away from me,anger
i am suffering some sort of health problem that causes me to feel cold under normal conditions i am weird then you take this helpful information amp put it on a little graph thing that looks kind of like a fish's spine,anger
i do when i feel a cold coming on,anger
i feel cold,anger
i was so into it i actually started to feel cold,anger
i had discussed how important i thought this would be with kristie and she had warned me that i should not get into the water too early because i might want to get out during transition or the water might feel too cold and then i could miss out on birthing in the water,anger
i feel cold and lonely,anger
i feel like i'm getting a cold nothing to do with the winter weather outside i suppose,anger
i feel the beginnings of a cold and or sinus infection which i seem to be keeping at bay with mucinexd advil and zyrtec i feel 110 better than last week,anger
i began to feel a cold coming on plus i m a do er amp i always have been i go go go and if i m not careful i can find myself in burnout a couple of times a year,anger
i let the rushing water pour around my hand my wrist until my skin begins to tingle and i feel a cold numbness creep up from my fingertips,anger
